post_id,technology_id,required_experience_level
3129,146,none
3129,147,none
3129,148,advanced
3130,136,none
3130,135,advanced
3130,138,intermediate
3131,25,none
3131,22,none
3131,23,none
3132,124,none
3132,126,none
3132,125,beginner
3133,105,intermediate
3133,104,none
3133,107,beginner
3134,124,none
3134,126,intermediate
3134,125,beginner
3135,118,none
3135,117,beginner
3136,120,intermediate
3136,121,intermediate
3136,122,none
3137,122,intermediate
3137,120,none
3137,123,none
3138,122,none
3138,123,beginner
3138,120,intermediate
3139,5,none
3139,3,beginner
3139,6,beginner
3140,33,none
3140,29,none
3141,6,none
3141,1,advanced
3141,3,none
3142,74,none
3142,72,beginner
3142,71,intermediate
3143,65,none
3143,66,intermediate
3143,70,none
3144,93,none
3144,91,none
3144,94,none
3145,75,none
3145,72,beginner
3145,71,beginner
3146,2,beginner
3146,5,advanced
3146,1,beginner
3147,36,none
3147,38,none
3147,39,none
3148,24,none
3148,22,none
3148,25,none
3149,24,none
3149,23,intermediate
3149,22,beginner
3150,37,none
3150,38,none
3150,39,beginner
3151,54,intermediate
3151,49,none
3151,55,beginner
3152,118,beginner
3152,116,beginner
3153,118,intermediate
3153,116,none
3154,118,intermediate
3154,116,none
3155,114,none
3155,115,beginner
3155,110,none
3156,126,beginner
3156,124,beginner
3156,127,none
3157,64,none
3157,60,none
3157,59,beginner
3158,76,beginner
3158,77,beginner
3158,79,beginner
3159,76,none
3159,78,beginner
3159,77,beginner
3160,77,beginner
3160,78,advanced
3160,80,beginner
3161,72,intermediate
3161,73,none
3161,74,none
3162,66,none
3162,67,none
3162,69,beginner
3163,75,beginner
3163,73,none
3163,72,intermediate
3164,138,advanced
3164,135,beginner
3164,136,intermediate
3165,138,beginner
3165,140,beginner
3165,135,intermediate
3166,25,intermediate
3166,26,beginner
3166,24,beginner
3167,26,none
3167,25,beginner
3167,27,beginner
3168,4,beginner
3168,5,beginner
3168,1,beginner
3169,32,none
3169,35,beginner
3169,34,intermediate
3170,32,none
3170,33,none
3170,31,none
3171,47,intermediate
3171,37,none
3171,44,intermediate
3172,32,none
3172,34,none
3172,35,none
3173,37,none
3173,44,none
3173,38,none
3174,124,beginner
3174,127,intermediate
3174,126,beginner
3175,127,none
3175,124,beginner
3175,126,beginner
3176,102,beginner
3176,97,none
3176,96,none
3177,22,intermediate
3177,23,none
3178,33,none
3178,32,advanced
3178,31,advanced
3179,45,advanced
3179,38,beginner
3179,44,beginner
3180,37,intermediate
3180,38,intermediate
3180,44,beginner
3181,38,none
3181,44,none
3181,45,none
3182,8,beginner
3182,5,beginner
3182,6,beginner
3183,8,beginner
3183,5,beginner
3183,6,none
3184,8,none
3184,5,none
3184,6,none
3185,38,none
3185,36,intermediate
3185,44,beginner
3186,24,none
3186,26,intermediate
3186,23,beginner
3187,25,none
3187,26,beginner
3187,24,beginner
3188,10,intermediate
3188,21,none
3188,14,beginner
3189,24,none
3189,23,intermediate
3189,26,intermediate
3190,51,beginner
3190,54,beginner
3191,7,intermediate
3191,5,beginner
3191,1,beginner
3192,29,beginner
3192,32,beginner
3193,5,beginner
3193,1,none
3193,3,intermediate
3194,29,intermediate
3194,32,intermediate
3195,3,none
3195,1,intermediate
3195,5,none
3196,53,intermediate
3196,48,none
3196,54,beginner
3197,121,intermediate
3197,123,beginner
3197,122,none
3198,123,beginner
3198,122,beginner
3198,121,none
3199,113,none
3199,114,beginner
3199,110,beginner
3200,114,beginner
3200,110,none
3200,113,advanced
4,1,intermediate
5,1,intermediate
38,48,intermediate
248,7,intermediate
264,66,intermediate
347,3,intermediate
459,25,intermediate
477,81,intermediate
508,1,intermediate
518,1,intermediate
530,108,intermediate
617,104,intermediate
645,104,intermediate
658,6,intermediate
727,37,intermediate
844,76,intermediate
846,79,intermediate
873,121,intermediate
874,118,intermediate
879,122,intermediate
967,48,intermediate
18,65,beginner
19,68,beginner
24,65,beginner
37,48,beginner
61,2,beginner
64,96,beginner
127,138,beginner
130,138,beginner
180,1,beginner
184,130,beginner
202,144,beginner
265,65,beginner
279,116,beginner
321,96,beginner
372,37,beginner
380,111,beginner
389,116,beginner
461,32,beginner
478,64,beginner
479,64,beginner
509,1,beginner
523,33,beginner
524,33,beginner
546,32,beginner
564,37,beginner
576,1,beginner
579,1,beginner
648,136,beginner
659,1,beginner
690,9,beginner
968,2,beginner
985,1,beginner
988,32,beginner
1029,32,beginner
1034,58,beginner
1036,89,beginner
1069,106,beginner
1071,106,beginner
1072,106,beginner
1074,33,beginner
1076,33,beginner
1090,33,beginner
1119,108,beginner
1131,65,beginner
1134,36,beginner
1143,66,beginner
1147,64,beginner
1195,104,beginner
1217,37,beginner
1294,96,beginner
1295,38,beginner
1303,1,beginner
1320,134,beginner
1337,35,beginner
1406,96,beginner
1458,65,beginner
1475,8,beginner
1590,32,beginner
1591,32,beginner
1607,33,beginner
1610,33,beginner
1616,104,beginner
1619,111,beginner
1623,2,beginner
1672,96,beginner
1703,32,beginner
1710,32,beginner
1722,40,beginner
1723,37,beginner
1724,37,beginner
1734,105,beginner
1743,6,beginner
1746,110,beginner
1783,32,beginner
1853,128,beginner
1855,72,beginner
1930,36,beginner
1932,36,beginner
1940,32,beginner
1964,104,beginner
1992,76,beginner
1996,35,beginner
2040,74,beginner
2154,32,beginner
2159,32,beginner
2161,32,beginner
2216,64,beginner
2217,64,beginner
2224,2,beginner
2386,133,beginner
2406,97,beginner
2407,97,beginner
2410,128,beginner
2426,64,beginner
2442,38,beginner
2461,32,beginner
2492,110,beginner
2494,110,beginner
2516,110,beginner
2531,104,beginner
2588,37,beginner
2601,129,beginner
2615,116,beginner
2626,135,beginner
2693,135,beginner
2727,1,beginner
2735,96,beginner
2737,89,beginner
2738,89,beginner
2746,104,beginner
2747,104,beginner
2829,135,beginner
2894,89,beginner
2901,64,beginner
2922,104,beginner
2930,104,beginner
2953,12,beginner
2954,12,beginner
2974,104,beginner
2998,104,beginner
2999,140,beginner
3078,135,beginner
3085,14,beginner
3086,14,beginner
